"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
1,"NCT04976140","Allogeneic Mitochondria (PN-101) Transplantation for Refractory Polymyositis or Dermatomyositis",,"Enrolling by invitation","No Results Available","Polymyositis|Dermatomyositis","Biological: PN-101","Dose Limiting Toxicity(DLT)|International Myositis And Clinical Studies group-Total Improvement Score(IMACS-TIS)|Response rate of IMACS-TIS|Changes of Core Set Activity Measures(CSAM)|Changes of Cutaneous Dermatomyositis Disease Area and Severity Index (CDASI)|Changes of Peak Pruritus Numeral Rating Scale(PPNRS)","Paean Biotechnology Inc.","All","19 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","18","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PN-101-101","December 15, 2021","April 2023","April 2023","July 26, 2021",,"June 13, 2022","Seoul National University Hospital, Seoul, Korea, Republic of|Soonchunhyang University Seoul Hospital, Seoul, Korea, Republic of|Hanyang University Seoul Hospital, Seoul, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT04976140"
