,NCT Number,count,enrolled
1064,NCT02152657,1,5
1065,NCT01725698,1,5
1066,NCT01751282,1,5
1067,NCT03745417,1,5
1068,NCT01309061,1,5
1069,NCT01932164,1,5
1070,NCT04545307,1,5
1071,NCT02949414,1,4
1072,NCT03066245,1,4
1073,NCT03925324,1,4
1074,NCT04243681,1,5
1075,NCT03449069,1,5
1076,NCT04313322,1,5
1077,NCT03651791,1,5
1078,NCT05494723,1,6
1079,NCT03676569,1,6
1080,NCT01709279,1,6
1081,NCT03410355,1,6
1082,NCT05157958,1,6
1083,NCT04501354,1,5
1084,NCT01460901,1,5
1085,NCT04435249,1,5
1086,NCT02530047,1,5
1087,NCT02398604,1,5
1088,NCT01061099,1,5
1089,NCT03183934,1,5
1090,NCT02579369,1,5
1091,NCT00976430,1,5
1092,NCT02290041,1,5
1093,NCT04520022,1,5
1094,NCT02382874,1,5
1095,NCT03173638,1,5
1096,NCT02359929,1,11
1097,NCT01753440,1,11
1098,NCT03509025,1,11
1099,NCT05331872,1,20
1100,NCT00883727,1,20
1101,NCT04821479,1,20
1102,NCT05152368,1,20
1103,NCT02745379,1,20
1104,NCT02611167,1,20
1105,NCT04998058,1,20
1106,NCT02260375,1,20
1107,NCT03067831,1,20
1108,NCT04651855,1,20
1109,NCT04939077,1,20
1110,NCT04336254,1,20
1111,NCT04234750,1,20
1112,NCT04746599,1,20
1113,NCT02804945,1,20
1114,NCT04437823,1,20
1115,NCT04312113,1,20
1116,NCT05521672,1,20
1117,NCT04444271,1,20
1118,NCT00698191,1,20
1119,NCT05507762,1,20
1120,NCT04252118,1,20
1121,NCT05387278,1,20
1122,NCT05520125,1,20
1123,NCT05152394,1,20
1124,NCT01854957,1,20
1125,NCT00962923,1,20
1126,NCT04445454,1,20
1127,NCT05120726,1,20
1128,NCT02594839,1,20
1129,NCT02696876,1,20
1130,NCT05016804,1,20
1131,NCT05215288,1,20
1132,NCT02034188,1,20
1133,NCT01068951,1,20
1134,NCT02652351,1,20
1135,NCT01342250,1,20
1136,NCT04493918,1,20
1137,NCT03774537,1,20
1138,NCT02033525,1,20
1139,NCT05535803,1,20
1140,NCT03799718,1,20
1141,NCT02940418,1,20
1142,NCT02291926,1,20
1143,NCT00749164,1,20
1144,NCT04034316,1,11
1145,NCT01440309,1,20
1146,NCT04661644,1,20
1147,NCT01443689,1,20
1148,NCT01915927,1,20
1149,NCT01985464,1,20
1150,NCT03550183,1,20
1151,NCT04346368,1,20
1152,NCT05152381,1,20
1153,NCT05147688,1,20
1154,NCT02444455,1,20
1155,NCT05147779,1,20
1156,NCT02745366,1,20
1157,NCT05075811,1,20
1158,NCT03299413,1,20
1159,NCT05147766,1,20
1160,NCT03113747,1,20
1161,NCT03826433,1,20
1162,NCT05305833,1,20
1163,NCT05018767,1,20
1164,NCT01446614,1,20
1165,NCT04525378,1,20
1166,NCT03638154,1,20
1167,NCT01364246,1,20
1168,NCT03516006,1,20
1169,NCT04615429,1,20
1170,NCT02138331,1,20
1171,NCT04611256,1,20
1172,NCT02213705,1,20
1173,NCT04288934,1,20
1174,NCT02218437,1,20
1175,NCT03103295,1,20
1176,NCT02776943,1,20
1177,NCT05003921,1,20
1178,NCT02192736,1,20
1179,NCT01844661,1,20
1180,NCT05158127,1,20
1181,NCT05362786,1,20
1182,NCT05158114,1,20
1183,NCT03389919,1,20
1184,NCT01676441,1,20
1185,NCT04326985,1,20
1186,NCT03186417,1,20
1187,NCT03211793,1,20
1188,NCT05158933,1,20
1189,NCT02742857,1,20
1190,NCT05003934,1,20
1191,NCT02467387,1,23
1192,NCT04614025,1,23
1193,NCT01719640,1,22
1194,NCT04723303,1,22
1195,NCT04445220,1,22
1196,NCT02619851,1,22
1197,NCT02565459,1,22
1198,NCT02890953,1,22
1199,NCT02641860,1,22
1200,NCT01377870,1,22
1201,NCT04821102,1,21
1202,NCT00821470,1,21
1203,NCT01606215,1,21
1204,NCT01144962,1,21
1205,NCT01090817,1,21
1206,NCT04961658,1,21
1207,NCT02208713,1,21
1208,NCT02384499,1,21
1209,NCT03117738,1,21
1210,NCT04713878,1,21
1211,NCT01605383,1,23
1212,NCT03267784,1,23
1213,NCT03454737,1,20
1214,NCT02644447,1,23
1215,NCT04355728,1,24
1216,NCT00781872,1,24
1217,NCT03015623,1,24
1218,NCT01557543,1,24
1219,NCT04548583,1,24
1220,NCT04302519,1,24
1221,NCT04313647,1,24
1222,NCT04670302,1,24
1223,NCT04543994,1,24
1224,NCT04654286,1,24
1225,NCT04537351,1,24
1226,NCT00250302,1,24
1227,NCT04063215,1,24
1228,NCT05495711,1,24
1229,NCT03608579,1,24
1230,NCT01142050,1,24
1231,NCT04823000,1,24
1232,NCT05442437,1,24
1233,NCT03478215,1,24
1234,NCT03472742,1,21
1235,NCT04352803,1,20
1236,NCT00659217,1,20
1237,NCT03626090,1,20
1238,NCT05520112,1,20
1239,NCT04888949,1,20
1240,NCT03070275,1,20
1241,NCT01468064,1,20
1242,NCT02283879,1,20
1243,NCT04314661,1,20
1244,NCT01877759,1,20
1245,NCT05152290,1,20
1246,NCT02755922,1,20
1247,NCT02108132,1,20
1248,NCT05270850,1,20
1249,NCT05147701,1,20
1250,NCT03489564,1,20
1251,NCT02304588,1,20
1252,NCT01360164,1,20
1253,NCT05092724,1,20
1254,NCT05003908,1,20
1255,NCT05016817,1,20
1256,NCT01902082,1,20
1257,NCT04078308,1,20
1258,NCT05018845,1,20
1259,NCT03288571,1,20
1260,NCT03629015,1,20
1261,NCT00659620,1,20
1262,NCT05018832,1,20
1263,NCT04414592,1,20
1264,NCT01446640,1,20
1265,NCT00883870,1,20
1266,NCT00953485,1,20
1267,NCT03592849,1,20
1268,NCT05113342,1,20
1269,NCT02685722,1,20
1270,NCT05520086,1,20
1271,NCT02287974,1,20
1272,NCT01092026,1,20
1273,NCT04744051,1,20
1274,NCT01933802,1,20
1275,NCT02645305,1,20
1276,NCT02669199,1,20
1277,NCT02192749,1,20
1278,NCT01213953,1,20
1279,NCT01489267,1,20
1280,NCT01663376,1,20
1281,NCT05147675,1,20
1282,NCT01696591,1,14
1283,NCT04434768,1,14
1284,NCT02472002,1,14
1285,NCT03357575,1,14
1286,NCT03059355,1,14
1287,NCT02981576,1,14
1288,NCT01777646,1,14
1289,NCT04399889,1,14
1290,NCT01325103,1,14
1291,NCT01531348,1,14
1292,NCT02866721,1,14
1293,NCT02888704,1,13
1294,NCT02751125,1,13
1295,NCT03361631,1,13
1296,NCT02118519,1,13
1297,NCT01895439,1,13
1298,NCT01540292,1,13
1299,NCT01741090,1,12
1300,NCT04339504,1,12
1301,NCT02814864,1,12
1302,NCT04825730,1,14
1303,NCT05322057,1,14
1304,NCT02706132,1,15
1305,NCT01157650,1,15
1306,NCT04125329,1,15
1307,NCT03333681,1,15
1308,NCT01730547,1,15
1309,NCT05008588,1,15
1310,NCT04501341,1,15
1311,NCT01314092,1,15
1312,NCT03044119,1,15
1313,NCT00447460,1,15
1314,NCT04047810,1,15
1315,NCT05018871,1,15
1316,NCT05158101,1,15
1317,NCT05003388,1,15
1318,NCT04138017,1,15
1319,NCT01624779,1,15
1320,NCT00790413,1,15
1321,NCT05279157,1,15
1322,NCT03691909,1,15
1323,NCT01956903,1,15
1324,NCT02104440,1,15
1325,NCT04972890,1,12
1326,NCT04706312,1,12
1327,NCT03164122,1,12
1328,NCT05456243,1,12
1329,NCT05333029,1,12
1330,NCT05333406,1,12
1331,NCT00951210,1,12
1332,NCT02932852,1,12
1333,NCT01686139,1,12
1334,NCT02381366,1,12
1335,NCT01051882,1,12
1336,NCT05338099,1,12
1337,NCT01733186,1,12
1338,NCT03747822,1,12
1339,NCT03099239,1,12
1340,NCT01909154,1,12
1341,NCT05315661,1,12
1342,NCT03187431,1,12
1343,NCT04489732,1,12
1344,NCT03130374,1,12
1345,NCT05559801,1,12
1346,NCT04007081,1,12
1347,NCT04340284,1,11
1348,NCT03007576,1,12
1349,NCT02209311,1,12
1350,NCT05035862,1,12
1351,NCT01183728,1,12
1352,NCT03816852,1,12
1353,NCT04484077,1,12
1354,NCT01856140,1,12
1355,NCT05443464,1,12
1356,NCT03765957,1,12
1357,NCT02947191,1,12
1358,NCT04294290,1,12
1359,NCT03798353,1,12
1360,NCT05549609,1,12
1361,NCT02483364,1,12
1362,NCT03558334,1,12
1363,NCT02351011,1,12
1364,NCT02079324,1,12
1365,NCT01758055,1,12
1366,NCT04037345,1,12
1367,NCT03455335,1,12
1368,NCT04758533,1,12
1369,NCT04357600,1,12
1370,NCT01227694,1,15
1371,NCT04711200,1,15
1372,NCT01222039,1,19
1373,NCT03589287,1,18
1374,NCT03839238,1,18
1375,NCT03747913,1,18
1376,NCT04457037,1,18
1377,NCT05054803,1,18
1378,NCT04347967,1,18
1379,NCT03724617,1,18
1380,NCT05204329,1,18
1381,NCT04877067,1,18
1382,NCT02336646,1,18
1383,NCT05348772,1,18
1384,NCT05491135,1,17
1385,NCT03766139,1,17
1386,NCT04494386,1,17
1387,NCT02409940,1,17
1388,NCT01919827,1,17
1389,NCT04104451,1,16
1390,NCT02685098,1,16
1391,NCT04889963,1,16
1392,NCT01981330,1,16
1393,NCT01585857,1,18
1394,NCT04749667,1,18
1395,NCT04623606,1,15
1396,NCT01300598,1,18
1397,NCT03079401,1,19
1398,NCT02492516,1,19
1399,NCT01678534,1,19
1400,NCT02378974,1,19
1401,NCT02181712,1,19
1402,NCT02230514,1,19
1403,NCT01788059,1,19
1404,NCT04626583,1,18
1405,NCT03706482,1,18
1406,NCT04976140,1,18
1407,NCT01958502,1,18
1408,NCT01809769,1,18
1409,NCT02474342,1,18
1410,NCT05468502,1,18
1411,NCT04315025,1,18
1412,NCT02468492,1,18
1413,NCT05151133,1,18
1414,NCT04356287,1,18
1415,NCT03308006,1,18
1416,NCT05047276,1,16
1417,NCT03477942,1,16
1418,NCT04318600,1,16
1419,NCT02886884,1,16
1420,NCT02249676,1,15
1421,NCT04385056,1,15
1422,NCT04876326,1,15
1423,NCT04392206,1,15
1424,NCT05018858,1,15
1425,NCT05018793,1,15
1426,NCT01513694,1,15
1427,NCT04014166,1,15
1428,NCT04388761,1,15
1429,NCT05018819,1,15
1430,NCT01558908,1,15
1431,NCT01302015,1,15
1432,NCT04290182,1,15
1433,NCT02589119,1,15
1434,NCT01643655,1,15
1435,NCT03484741,1,15
1436,NCT03973827,1,15
1437,NCT00734396,1,15
1438,NCT00813267,1,15
1439,NCT02104713,1,15
1440,NCT01860495,1,15
1441,NCT05553132,1,15
1442,NCT05407766,1,16
1443,NCT04269525,1,16
1444,NCT02145923,1,16
1445,NCT04785027,1,16
1446,NCT02325843,1,16
1447,NCT04996966,1,16
1448,NCT01659762,1,16
1449,NCT02672306,1,16
1450,NCT02292628,1,16
1451,NCT04822922,1,16
1452,NCT01769872,1,15
1453,NCT02687646,1,16
1454,NCT03529877,1,16
1455,NCT02923375,1,16
1456,NCT03828344,1,16
1457,NCT05003947,1,15
1458,NCT00919958,1,15
1459,NCT01610440,1,15
1460,NCT05003960,1,15
1461,NCT05522569,1,0
