,First Posted,count,enrolled
930,"February 15, 2014",1,20
931,"February 25, 2013",1,20
932,"August 15, 2022",1,20
933,"March 14, 2020",1,20
934,"December 12, 2018",1,20
935,"August 8, 2017",1,20
936,"May 11, 2018",1,20
937,"April 27, 2017",1,20
938,"August 23, 2013",1,20
939,"August 6, 2014",1,20
940,"May 31, 2011",1,20
941,"August 8, 2012",1,20
942,"November 7, 2014",1,20
943,"March 23, 2010",1,20
944,"May 6, 2020",1,20
945,"April 21, 2011",1,20
946,"February 26, 2016",1,20
947,"November 3, 2014",1,20
948,"July 31, 2020",1,20
949,"October 29, 2020",1,20
950,"October 3, 2011",1,20
951,"October 6, 2014",1,20
952,"July 9, 2018",1,20
953,"June 24, 2019",1,20
954,"April 30, 2009",1,25
955,"June 10, 2021",1,24
956,"March 18, 2016",1,24
957,"November 19, 2014",1,24
958,"October 28, 2008",1,24
959,"April 17, 2020",1,24
960,"December 22, 2008",1,24
961,"August 3, 2015",1,24
962,"November 7, 2007",1,25
963,"December 14, 2011",1,25
964,"November 24, 2021",1,25
965,"August 26, 2013",1,25
966,"April 12, 2006",1,25
967,"May 10, 2011",1,25
968,"April 13, 2022",1,24
969,"December 22, 2018",1,25
970,"March 31, 2013",1,25
971,"September 13, 2018",1,25
972,"February 26, 2020",1,26
973,"December 18, 2016",1,26
974,"April 22, 2020",1,26
975,"December 7, 2014",1,26
976,"October 29, 2021",1,26
977,"April 21, 2022",1,26
978,"June 13, 2020",1,27
979,"March 22, 2012",1,27
980,"March 22, 2021",1,27
981,"July 1, 2019",1,24
982,"February 27, 2020",1,24
983,"December 15, 2020",1,20
984,"May 22, 2012",1,23
985,"August 19, 2009",1,20
986,"July 23, 2021",1,20
987,"February 24, 2015",1,21
988,"January 9, 2021",1,21
989,"June 24, 2021",1,21
990,"June 14, 2010",1,21
991,"March 1, 2018",1,21
992,"June 19, 2011",1,22
993,"August 31, 2016",1,22
994,"September 24, 2015",1,22
995,"October 6, 2012",1,22
996,"December 28, 2015",1,23
997,"November 2, 2020",1,23
998,"January 6, 2017",1,24
999,"April 13, 2020",1,24
1000,"November 6, 2005",1,24
1001,"November 27, 2017",1,24
1002,"March 17, 2020",1,24
1003,"December 19, 2019",1,24
1004,"March 26, 2020",1,24
1005,"January 11, 2021",1,24
1006,"November 7, 2013",1,24
1007,"May 26, 2021",1,24
1008,"August 13, 2019",1,24
1009,"July 20, 2022",1,24
1010,"March 16, 2012",1,24
1011,"May 12, 2014",1,20
1012,"June 17, 2020",1,20
1013,"July 26, 2018",1,20
1014,"April 1, 2014",1,15
1015,"November 22, 2017",1,13
1016,"January 24, 2014",1,13
1017,"August 15, 2016",1,13
1018,"May 21, 2020",1,14
1019,"March 28, 2011",1,14
1020,"April 3, 2022",1,14
1021,"August 7, 2016",1,14
1022,"September 7, 2012",1,14
1023,"December 12, 2012",1,14
1024,"June 1, 2015",1,14
1025,"December 1, 2016",1,14
1026,"February 6, 2012",1,14
1027,"October 22, 2010",1,15
1028,"July 17, 2019",1,12
1029,"June 18, 2012",1,15
1030,"December 21, 2008",1,15
1031,"January 15, 2013",1,15
1032,"March 16, 2018",1,15
1033,"January 16, 2012",1,15
1034,"July 26, 2020",1,15
1035,"October 21, 2015",1,15
1036,"September 30, 2013",1,15
1037,"December 17, 2021",1,15
1038,"August 1, 2021",1,15
1039,"August 5, 2019",1,15
1040,"November 9, 2012",1,15
1041,"June 24, 2013",1,13
1042,"July 6, 2021",1,12
1043,"April 25, 2021",1,15
1044,"October 25, 2016",1,12
1045,"February 15, 2015",1,12
1046,"April 11, 2017",1,12
1047,"June 26, 2019",1,12
1048,"September 8, 2022",1,12
1049,"June 29, 2022",1,12
1050,"January 10, 2021",1,12
1051,"December 21, 2018",1,12
1052,"September 6, 2022",1,12
1053,"July 8, 2022",1,12
1054,"July 23, 2020",1,12
1055,"February 8, 2021",1,12
1056,"August 3, 2009",1,12
1057,"April 26, 2013",1,12
1058,"March 2, 2020",1,12
1059,"November 18, 2012",1,12
1060,"September 12, 2012",1,12
1061,"June 9, 2016",1,12
1062,"August 13, 2010",1,12
1063,"March 24, 2017",1,12
1064,"January 17, 2010",1,12
1065,"March 1, 2022",1,12
1066,"October 2, 2016",1,12
1067,"November 20, 2012",1,12
1068,"May 19, 2017",1,12
1069,"July 7, 2013",1,12
1070,"November 10, 2011",1,12
1071,"November 30, 2020",1,15
1072,"February 2, 2017",1,15
1073,"October 30, 2011",1,20
1074,"April 12, 2020",1,18
1075,"July 27, 2022",1,17
1076,"August 1, 2013",1,17
1077,"April 15, 2020",1,18
1078,"November 12, 2018",1,18
1079,"March 19, 2012",1,18
1080,"August 21, 2013",1,18
1081,"November 10, 2020",1,18
1082,"October 3, 2017",1,18
1083,"March 11, 2013",1,18
1084,"June 30, 2020",1,18
1085,"July 12, 2022",1,18
1086,"May 31, 2015",1,18
1087,"January 20, 2021",1,18
1088,"March 24, 2015",1,17
1089,"November 10, 2021",1,18
1090,"July 1, 2021",1,18
1091,"November 28, 2018",1,18
1092,"January 8, 2015",1,18
1093,"October 5, 2018",1,18
1094,"February 16, 2015",1,19
1095,"March 8, 2017",1,19
1096,"August 30, 2012",1,19
1097,"January 17, 2013",1,19
1098,"November 2, 2011",1,20
1099,"June 12, 2017",1,20
1100,"July 14, 2014",1,20
1101,"July 24, 2020",1,17
1102,"January 24, 2016",1,16
1103,"September 14, 2017",1,15
1104,"July 14, 2021",1,16
1105,"March 13, 2007",1,15
1106,"June 10, 2009",1,15
1107,"September 15, 2014",1,15
1108,"March 8, 2011",1,15
1109,"September 21, 2022",1,15
1110,"March 18, 2012",1,15
1111,"September 27, 2018",1,15
1112,"July 5, 2010",1,15
1113,"September 18, 2020",1,15
1114,"April 27, 2020",1,15
1115,"July 7, 2019",1,15
1116,"August 13, 2008",1,15
1117,"April 24, 2018",1,16
1118,"February 28, 2021",1,16
1119,"March 11, 2020",1,16
1120,"August 6, 2012",1,16
1121,"August 29, 2016",1,16
1122,"December 10, 2014",1,16
1123,"November 6, 2014",1,16
1124,"September 20, 2019",1,16
1125,"February 7, 2020",1,16
1126,"October 3, 2016",1,16
1127,"May 21, 2014",1,16
1128,"January 19, 2016",1,16
1129,"January 30, 2019",1,16
1130,"May 9, 2022",1,16
1131,"August 27, 2022",1,0
